chart,age,age_units,gender,measure,measure_units,L,M,S
fenton_2013,38.42857143,weeks,f,head_circ,cm,1,33.83450515,0.041805395
fenton_2013,38.57142857,weeks,f,head_circ,cm,1,33.91755274,0.041598074
fenton_2013,38.71428571,weeks,f,head_circ,cm,1,33.99959312,0.041392401
fenton_2013,38.85714286,weeks,f,head_circ,cm,1,34.08065053,0.041188475
fenton_2013,39,weeks,f,head_circ,cm,1,34.1607492,0.040986391
fenton_2013,39.14285714,weeks,f,head_circ,cm,1,34.23991339,0.040786246
fenton_2013,39.28571429,weeks,f,head_circ,cm,1,34.31816733,0.040588136
fenton_2013,39.42857143,weeks,f,head_circ,cm,1,34.39553526,0.040392157
fenton_2013,39.57142857,weeks,f,head_circ,cm,1,34.47204142,0.040198407
fenton_2013,39.71428571,weeks,f,head_circ,cm,1,34.54771005,0.040006981
fenton_2013,39.85714286,weeks,f,head_circ,cm,1,34.6225654,0.039817976
fenton_2013,40,weeks,f,head_circ,cm,1,34.6966317,0.039631489
fenton_2013,40.14285714,weeks,f,head_circ,cm,1,34.7699332,0.039447615
fenton_2013,40.28571429,weeks,f,head_circ,cm,1,34.84249413,0.039266452
fenton_2013,40.42857143,weeks,f,head_circ,cm,1,34.91433874,0.039088096
fenton_2013,40.57142857,weeks,f,head_circ,cm,1,34.98549096,0.038912639
fenton_2013,40.71428571,weeks,f,head_circ,cm,1,35.05596778,0.03874011
fenton_2013,40.85714286,weeks,f,head_circ,cm,1,35.1257792,0.03857047
fenton_2013,41,weeks,f,head_circ,cm,1,35.19493494,0.038403675
fenton_2013,41.14285714,weeks,f,head_circ,cm,1,35.26344472,0.038239684
fenton_2013,41.28571429,weeks,f,head_circ,cm,1,35.33131825,0.038078454
fenton_2013,41.42857143,weeks,f,head_circ,cm,1,35.39856524,0.037919944
fenton_2013,41.57142857,weeks,f,head_circ,cm,1,35.46519541,0.037764111
fenton_2013,41.71428571,weeks,f,head_circ,cm,1,35.53121846,0.037610914
fenton_2013,41.85714286,weeks,f,head_circ,cm,1,35.59664412,0.037460309
fenton_2013,42,weeks,f,head_circ,cm,1,35.6614821,0.037312256
fenton_2013,42.14285714,weeks,f,head_circ,cm,1,35.72574211,0.037166711
fenton_2013,42.28571429,weeks,f,head_circ,cm,1,35.78943387,0.037023632
fenton_2013,42.42857143,weeks,f,head_circ,cm,1,35.85256708,0.036882978
fenton_2013,42.57142857,weeks,f,head_circ,cm,1,35.91515147,0.036744705
fenton_2013,42.71428571,weeks,f,head_circ,cm,1,35.97719675,0.036608773
fenton_2013,42.85714286,weeks,f,head_circ,cm,1,36.03871262,0.036475139
fenton_2013,43,weeks,f,head_circ,cm,1,36.09970881,0.03634376
fenton_2013,43.14285714,weeks,f,head_circ,cm,1,36.16019503,0.036214595
fenton_2013,43.28571429,weeks,f,head_circ,cm,1,36.22018099,0.036087602
fenton_2013,43.42857143,weeks,f,head_circ,cm,1,36.2796764,0.035962737
fenton_2013,43.57142857,weeks,f,head_circ,cm,1,36.33869097,0.03583996
fenton_2013,43.71428571,weeks,f,head_circ,cm,1,36.39723443,0.035719227
fenton_2013,43.85714286,weeks,f,head_circ,cm,1,36.45531649,0.035600497
fenton_2013,44,weeks,f,head_circ,cm,1,36.51294686,0.035483728
fenton_2013,44.14285714,weeks,f,head_circ,cm,1,36.57013525,0.035368877
fenton_2013,44.28571429,weeks,f,head_circ,cm,1,36.62689139,0.035255902
fenton_2013,44.42857143,weeks,f,head_circ,cm,1,36.68322498,0.035144761
fenton_2013,44.57142857,weeks,f,head_circ,cm,1,36.73914575,0.035035412
fenton_2013,44.71428571,weeks,f,head_circ,cm,1,36.7946634,0.034927813
fenton_2013,44.85714286,weeks,f,head_circ,cm,1,36.84978765,0.034821921
fenton_2013,45,weeks,f,head_circ,cm,1,36.9045282,0.034717695
fenton_2013,45.14285714,weeks,f,head_circ,cm,1,36.95889475,0.034615092
fenton_2013,45.28571429,weeks,f,head_circ,cm,1,37.01289702,0.03451407
fenton_2013,45.42857143,weeks,f,head_circ,cm,1,37.06654472,0.034414588
fenton_2013,45.57142857,weeks,f,head_circ,cm,1,37.11984755,0.034316602
fenton_2013,45.71428571,weeks,f,head_circ,cm,1,37.17281523,0.034220071
fenton_2013,45.85714286,weeks,f,head_circ,cm,1,37.22545751,0.034124952
fenton_2013,46,weeks,f,head_circ,cm,1,37.27778411,0.034031203
fenton_2013,46.14285714,weeks,f,head_circ,cm,1,37.32980477,0.033938783
fenton_2013,46.28571429,weeks,f,head_circ,cm,1,37.38152922,0.033847648
fenton_2013,46.42857143,weeks,f,head_circ,cm,1,37.43296721,0.033757756
fenton_2013,46.57142857,weeks,f,head_circ,cm,1,37.48412846,0.033669066
fenton_2013,46.71428571,weeks,f,head_circ,cm,1,37.53502266,0.033581535
fenton_2013,46.85714286,weeks,f,head_circ,cm,1,37.58565944,0.033495121
fenton_2013,47,weeks,f,head_circ,cm,1,37.63604844,0.033409782
fenton_2013,47.14285714,weeks,f,head_circ,cm,1,37.68619929,0.033325477
fenton_2013,47.28571429,weeks,f,head_circ,cm,1,37.73612163,0.033242165
fenton_2013,47.42857143,weeks,f,head_circ,cm,1,37.78582508,0.033159802
fenton_2013,47.57142857,weeks,f,head_circ,cm,1,37.83531928,0.033078347
fenton_2013,47.71428571,weeks,f,head_circ,cm,1,37.88461406,0.032997758
fenton_2013,47.85714286,weeks,f,head_circ,cm,1,37.93371943,0.032917991
fenton_2013,48,weeks,f,head_circ,cm,1,37.98264541,0.032839003
fenton_2013,48.14285714,weeks,f,head_circ,cm,1,38.03140201,0.03276075
fenton_2013,48.28571429,weeks,f,head_circ,cm,1,38.07999924,0.032683188
fenton_2013,48.42857143,weeks,f,head_circ,cm,1,38.12844712,0.032606275
fenton_2013,48.57142857,weeks,f,head_circ,cm,1,38.17675564,0.032529967
fenton_2013,48.71428571,weeks,f,head_circ,cm,1,38.22493409,0.032454223
fenton_2013,48.85714286,weeks,f,head_circ,cm,1,38.2729911,0.032379007
fenton_2013,49,weeks,f,head_circ,cm,1,38.32093526,0.03230428
fenton_2013,49.14285714,weeks,f,head_circ,cm,1,38.36877514,0.032230006
fenton_2013,49.28571429,weeks,f,head_circ,cm,1,38.41651933,0.032156147
fenton_2013,49.42857143,weeks,f,head_circ,cm,1,38.46417643,0.032082666
fenton_2013,49.57142857,weeks,f,head_circ,cm,1,38.51175528,0.032009525
fenton_2013,49.71428571,weeks,f,head_circ,cm,1,38.55927077,0.031936659
fenton_2013,49.85714286,weeks,f,head_circ,cm,1,38.60674386,0.031863977
fenton_2013,50,weeks,f,head_circ,cm,1,38.65419574,0.031791387
fenton_2013,23.5,weeks,m,length,cm,1,30.22445169,0.062853908
fenton_2013,23.57142857,weeks,m,length,cm,1,30.32439629,0.062997577
fenton_2013,23.71428571,weeks,m,length,cm,1,30.52426932,0.063283819
fenton_2013,23.85714286,weeks,m,length,cm,1,30.7240939,0.063566768
fenton_2013,24,weeks,m,length,cm,1,30.92383772,0.063844228
fenton_2013,24.14285714,weeks,m,length,cm,1,31.12346849,0.064114006
fenton_2013,24.28571429,weeks,m,length,cm,1,31.32295389,0.064373906
fenton_2013,24.42857143,weeks,m,length,cm,1,31.52226162,0.064621731
fenton_2013,24.57142857,weeks,m,length,cm,1,31.72136006,0.064855334
fenton_2013,24.71428571,weeks,m,length,cm,1,31.92023312,0.065073622
fenton_2013,24.85714286,weeks,m,length,cm,1,32.11888026,0.065276556
fenton_2013,25,weeks,m,length,cm,1,32.3173016,0.065464145
fenton_2013,25.14285714,weeks,m,length,cm,1,32.51549727,0.0656364
fenton_2013,25.28571429,weeks,m,length,cm,1,32.7134674,0.065793327
fenton_2013,25.42857143,weeks,m,length,cm,1,32.91121213,0.065934937
fenton_2013,25.57142857,weeks,m,length,cm,1,33.10873188,0.066061241
fenton_2013,25.71428571,weeks,m,length,cm,1,33.30603423,0.066172345
fenton_2013,25.85714286,weeks,m,length,cm,1,33.50313385,0.066268446
fenton_2013,26,weeks,m,length,cm,1,33.70004573,0.066349744
fenton_2013,26.14285714,weeks,m,length,cm,1,33.89678488,0.06641644
fenton_2013,26.28571429,weeks,m,length,cm,1,34.09336627,0.066468735
fenton_2013,26.42857143,weeks,m,length,cm,1,34.28980491,0.06650683
fenton_2013,26.57142857,weeks,m,length,cm,1,34.48611584,0.066530929
fenton_2013,26.71428571,weeks,m,length,cm,1,34.6823152,0.066541312
fenton_2013,26.85714286,weeks,m,length,cm,1,34.87842028,0.066538335
fenton_2013,27,weeks,m,length,cm,1,35.0744484,0.066522356
fenton_2013,27.14285714,weeks,m,length,cm,1,35.27041687,0.066493735
fenton_2013,27.28571429,weeks,m,length,cm,1,35.46634302,0.066452832
fenton_2013,27.42857143,weeks,m,length,cm,1,35.66224416,0.066400004
fenton_2013,27.57142857,weeks,m,length,cm,1,35.85813761,0.06633561
fenton_2013,27.71428571,weeks,m,length,cm,1,36.05404038,0.066259989
fenton_2013,27.85714286,weeks,m,length,cm,1,36.24996916,0.066173457
fenton_2013,28,weeks,m,length,cm,1,36.44594068,0.066076331
fenton_2013,28.14285714,weeks,m,length,cm,1,36.64197161,0.065968929
fenton_2013,28.28571429,weeks,m,length,cm,1,36.83807865,0.065851566
fenton_2013,28.42857143,weeks,m,length,cm,1,37.03427851,0.065724559
fenton_2013,28.57142857,weeks,m,length,cm,1,37.23058788,0.065588226
fenton_2013,28.71428571,weeks,m,length,cm,1,37.42702355,0.065442888
fenton_2013,28.85714286,weeks,m,length,cm,1,37.62360237,0.065288874
fenton_2013,29,weeks,m,length,cm,1,37.82034121,0.06512651
fenton_2013,29.14285714,weeks,m,length,cm,1,38.01725693,0.064956127
fenton_2013,29.28571429,weeks,m,length,cm,1,38.2143664,0.064778051
fenton_2013,29.42857143,weeks,m,length,cm,1,38.41168648,0.06459261
fenton_2013,29.57142857,weeks,m,length,cm,1,38.60923404,0.064400133
fenton_2013,29.71428571,weeks,m,length,cm,1,38.80702591,0.064200946
fenton_2013,29.85714286,weeks,m,length,cm,1,39.00507892,0.063995374
fenton_2013,30,weeks,m,length,cm,1,39.20340988,0.063783742
fenton_2013,30.14285714,weeks,m,length,cm,1,39.40203562,0.063566375
fenton_2013,30.28571429,weeks,m,length,cm,1,39.60097296,0.063343598
fenton_2013,30.42857143,weeks,m,length,cm,1,39.80023871,0.063115736
fenton_2013,30.57142857,weeks,m,length,cm,1,39.99984788,0.06288311
fenton_2013,30.71428571,weeks,m,length,cm,1,40.19977368,0.06264595
fenton_2013,30.85714286,weeks,m,length,cm,1,40.39994756,0.062404394
fenton_2013,31,weeks,m,length,cm,1,40.60029911,0.062158575
fenton_2013,31.14285714,weeks,m,length,cm,1,40.80075796,0.061908629
fenton_2013,31.28571429,weeks,m,length,cm,1,41.00125372,0.061654689
fenton_2013,31.42857143,weeks,m,length,cm,1,41.20171602,0.06139689
fenton_2013,31.57142857,weeks,m,length,cm,1,41.40207445,0.061135365
fenton_2013,31.71428571,weeks,m,length,cm,1,41.60225865,0.060870249
fenton_2013,31.85714286,weeks,m,length,cm,1,41.80219821,0.060601676
fenton_2013,32,weeks,m,length,cm,1,42.00182276,0.06032978
fenton_2013,32.14285714,weeks,m,length,cm,1,42.2010619,0.060054695
fenton_2013,32.28571429,weeks,m,length,cm,1,42.39984525,0.059776554
fenton_2013,32.42857143,weeks,m,length,cm,1,42.59810242,0.059495492
fenton_2013,32.57142857,weeks,m,length,cm,1,42.79576302,0.059211643
fenton_2013,32.71428571,weeks,m,length,cm,1,42.99275667,0.058925141
fenton_2013,32.85714286,weeks,m,length,cm,1,43.18901297,0.058636119
fenton_2013,33,weeks,m,length,cm,1,43.38446154,0.058344712
fenton_2013,33.14285714,weeks,m,length,cm,1,43.579032,0.058051053
fenton_2013,33.28571429,weeks,m,length,cm,1,43.77265395,0.057755278
fenton_2013,33.42857143,weeks,m,length,cm,1,43.96525701,0.05745752
fenton_2013,33.57142857,weeks,m,length,cm,1,44.1567708,0.057157912
fenton_2013,33.71428571,weeks,m,length,cm,1,44.34712492,0.056856589
fenton_2013,33.85714286,weeks,m,length,cm,1,44.53624898,0.056553685
fenton_2013,34,weeks,m,length,cm,1,44.72407261,0.056249335
fenton_2013,34.14285714,weeks,m,length,cm,1,44.91052542,0.055943671
fenton_2013,34.28571429,weeks,m,length,cm,1,45.09553701,0.055636828
fenton_2013,34.42857143,weeks,m,length,cm,1,45.279037,0.05532894
fenton_2013,34.57142857,weeks,m,length,cm,1,45.46095501,0.055020141
fenton_2013,34.71428571,weeks,m,length,cm,1,45.64122064,0.054710566
fenton_2013,34.85714286,weeks,m,length,cm,1,45.81976351,0.054400347
fenton_2013,35,weeks,m,length,cm,1,45.99651323,0.054089619
fenton_2013,35.14285714,weeks,m,length,cm,1,46.17139942,0.053778517
fenton_2013,35.28571429,weeks,m,length,cm,1,46.34435168,0.053467173
fenton_2013,35.42857143,weeks,m,length,cm,1,46.51529963,0.053155723
fenton_2013,35.57142857,weeks,m,length,cm,1,46.6841755,0.0528443
fenton_2013,35.71428571,weeks,m,length,cm,1,46.85097149,0.052533029
fenton_2013,35.85714286,weeks,m,length,cm,1,47.0157398,0.05222203
fenton_2013,36,weeks,m,length,cm,1,47.17853523,0.051911419
fenton_2013,36.14285714,weeks,m,length,cm,1,47.3394126,0.051601315
fenton_2013,36.28571429,weeks,m,length,cm,1,47.49842671,0.051291836
fenton_2013,36.42857143,weeks,m,length,cm,1,47.65563237,0.050983099
fenton_2013,36.57142857,weeks,m,length,cm,1,47.81108438,0.050675223
fenton_2013,36.71428571,weeks,m,length,cm,1,47.96483755,0.050368325
fenton_2013,36.85714286,weeks,m,length,cm,1,48.1169467,0.050062523
fenton_2013,37,weeks,m,length,cm,1,48.26746662,0.049757935
fenton_2013,37.14285714,weeks,m,length,cm,1,48.41645212,0.049454678
fenton_2013,37.28571429,weeks,m,length,cm,1,48.56395801,0.049152872
fenton_2013,37.42857143,weeks,m,length,cm,1,48.71003909,0.048852633
fenton_2013,37.57142857,weeks,m,length,cm,1,48.85475018,0.04855408
fenton_2013,37.71428571,weeks,m,length,cm,1,48.99814608,0.04825733
fenton_2013,37.85714286,weeks,m,length,cm,1,49.1402816,0.047962501
fenton_2013,38,weeks,m,length,cm,1,49.28121154,0.047669712
fenton_2013,38.14285714,weeks,m,length,cm,1,49.42099071,0.047379079
fenton_2013,38.28571429,weeks,m,length,cm,1,49.55967392,0.047090721
fenton_2013,38.42857143,weeks,m,length,cm,1,49.69731597,0.046804756
fenton_2013,38.57142857,weeks,m,length,cm,1,49.83397168,0.046521302
fenton_2013,38.71428571,weeks,m,length,cm,1,49.96969584,0.046240476
fenton_2013,38.85714286,weeks,m,length,cm,1,50.10454327,0.045962396
fenton_2013,39,weeks,m,length,cm,1,50.23856877,0.045687181
fenton_2013,39.14285714,weeks,m,length,cm,1,50.37182715,0.045414948
fenton_2013,39.28571429,weeks,m,length,cm,1,50.50437322,0.045145814
fenton_2013,39.42857143,weeks,m,length,cm,1,50.63626177,0.044879899
fenton_2013,39.57142857,weeks,m,length,cm,1,50.76754763,0.044617319
fenton_2013,39.71428571,weeks,m,length,cm,1,50.8982856,0.044358193
fenton_2013,39.85714286,weeks,m,length,cm,1,51.02853048,0.044102638
fenton_2013,40,weeks,m,length,cm,1,51.15833708,0.043850773
fenton_2013,40.14285714,weeks,m,length,cm,1,51.2877602,0.043602715
fenton_2013,40.28571429,weeks,m,length,cm,1,51.41685467,0.043358582
fenton_2013,40.42857143,weeks,m,length,cm,1,51.54567527,0.043118492
fenton_2013,40.57142857,weeks,m,length,cm,1,51.67427546,0.042882559
fenton_2013,40.71428571,weeks,m,length,cm,1,51.8026775,0.04265082
fenton_2013,40.85714286,weeks,m,length,cm,1,51.93087245,0.042423233
fenton_2013,41,weeks,m,length,cm,1,52.05885,0.04219975
fenton_2013,41.14285714,weeks,m,length,cm,1,52.18659986,0.041980327
fenton_2013,41.28571429,weeks,m,length,cm,1,52.31411173,0.041764918
fenton_2013,41.42857143,weeks,m,length,cm,1,52.44137531,0.041553477
fenton_2013,41.57142857,weeks,m,length,cm,1,52.5683803,0.041345959
fenton_2013,41.71428571,weeks,m,length,cm,1,52.6951164,0.041142317
fenton_2013,41.85714286,weeks,m,length,cm,1,52.82157333,0.040942506
fenton_2013,42,weeks,m,length,cm,1,52.94774077,0.040746481
fenton_2013,42.14285714,weeks,m,length,cm,1,53.07360843,0.040554195
fenton_2013,42.28571429,weeks,m,length,cm,1,53.19916601,0.040365602
fenton_2013,42.42857143,weeks,m,length,cm,1,53.32440322,0.040180657
fenton_2013,42.57142857,weeks,m,length,cm,1,53.44930975,0.039999315
fenton_2013,42.71428571,weeks,m,length,cm,1,53.57387531,0.039821528
fenton_2013,42.85714286,weeks,m,length,cm,1,53.6980896,0.039647253
fenton_2013,43,weeks,m,length,cm,1,53.82194232,0.039476442
fenton_2013,43.14285714,weeks,m,length,cm,1,53.94542316,0.039309051
fenton_2013,43.28571429,weeks,m,length,cm,1,54.06852184,0.039145033
fenton_2013,43.42857143,weeks,m,length,cm,1,54.19122806,0.038984342
fenton_2013,43.57142857,weeks,m,length,cm,1,54.3135315,0.038826934
fenton_2013,43.71428571,weeks,m,length,cm,1,54.43542189,0.038672762
fenton_2013,43.85714286,weeks,m,length,cm,1,54.55688891,0.03852178
fenton_2013,44,weeks,m,length,cm,1,54.67792228,0.038373942
fenton_2013,44.14285714,weeks,m,length,cm,1,54.79851169,0.038229204
fenton_2013,44.28571429,weeks,m,length,cm,1,54.91864686,0.038087519
fenton_2013,44.42857143,weeks,m,length,cm,1,55.03831749,0.037948841
fenton_2013,44.57142857,weeks,m,length,cm,1,55.15751328,0.037813125
fenton_2013,44.71428571,weeks,m,length,cm,1,55.27622393,0.037680324
fenton_2013,44.85714286,weeks,m,length,cm,1,55.39443913,0.037550394
fenton_2013,45,weeks,m,length,cm,1,55.51214858,0.037423288
fenton_2013,45.14285714,weeks,m,length,cm,1,55.62934196,0.037298961
fenton_2013,45.28571429,weeks,m,length,cm,1,55.74600897,0.037177367
fenton_2013,45.42857143,weeks,m,length,cm,1,55.86213931,0.03705846
fenton_2013,45.57142857,weeks,m,length,cm,1,55.9777232,0.036942194
fenton_2013,45.71428571,weeks,m,length,cm,1,56.0927634,0.036828509
fenton_2013,45.85714286,weeks,m,length,cm,1,56.20727518,0.03671733
fenton_2013,46,weeks,m,length,cm,1,56.32127433,0.036608583
fenton_2013,46.14285714,weeks,m,length,cm,1,56.43477668,0.036502192
fenton_2013,46.28571429,weeks,m,length,cm,1,56.54779803,0.036398082
fenton_2013,46.42857143,weeks,m,length,cm,1,56.66035419,0.036296179
fenton_2013,46.57142857,weeks,m,length,cm,1,56.77246097,0.036196407
fenton_2013,46.71428571,weeks,m,length,cm,1,56.88413409,0.036098691
fenton_2013,46.85714286,weeks,m,length,cm,1,56.9953892,0.036002959
fenton_2013,47,weeks,m,length,cm,1,57.10624193,0.035909135
fenton_2013,47.14285714,weeks,m,length,cm,1,57.21670794,0.035817145
fenton_2013,47.28571429,weeks,m,length,cm,1,57.32680287,0.035726915
fenton_2013,47.42857143,weeks,m,length,cm,1,57.43654235,0.035638371
fenton_2013,47.57142857,weeks,m,length,cm,1,57.54594205,0.035551438
fenton_2013,47.71428571,weeks,m,length,cm,1,57.65501791,0.035466042
fenton_2013,47.85714286,weeks,m,length,cm,1,57.7637862,0.035382104
fenton_2013,48,weeks,m,length,cm,1,57.87226316,0.035299548
fenton_2013,48.14285714,weeks,m,length,cm,1,57.98046507,0.035218297
fenton_2013,48.28571429,weeks,m,length,cm,1,58.0884082,0.035138273
fenton_2013,48.42857143,weeks,m,length,cm,1,58.1961088,0.035059399
fenton_2013,48.57142857,weeks,m,length,cm,1,58.30358309,0.034981598
fenton_2013,48.71428571,weeks,m,length,cm,1,58.41084617,0.0349048
fenton_2013,48.85714286,weeks,m,length,cm,1,58.51791205,0.034828937
fenton_2013,49,weeks,m,length,cm,1,58.62479465,0.034753943
fenton_2013,49.14285714,weeks,m,length,cm,1,58.73150793,0.034679752
fenton_2013,49.28571429,weeks,m,length,cm,1,58.83806583,0.034606298
fenton_2013,49.42857143,weeks,m,length,cm,1,58.9444823,0.034533515
fenton_2013,49.57142857,weeks,m,length,cm,1,59.05077169,0.034461334
fenton_2013,49.71428571,weeks,m,length,cm,1,59.15695821,0.034389642
fenton_2013,49.85714286,weeks,m,length,cm,1,59.26307586,0.034318276
fenton_2013,50,weeks,m,length,cm,1,59.36915908,0.034247073
fenton_2013,23.5,weeks,f,length,cm,1,29.59185955,0.060939
fenton_2013,23.57142857,weeks,f,length,cm,1,29.68754375,0.061064371
fenton_2013,23.71428571,weeks,f,length,cm,1,29.87892235,0.061314708
fenton_2013,23.85714286,weeks,f,length,cm,1,30.07033148,0.061563826
fenton_2013,24,weeks,f,length,cm,1,30.26179151,0.061810914
fenton_2013,24.14285714,weeks,f,length,cm,1,30.4533228,0.062055158
fenton_2013,24.28571429,weeks,f,length,cm,1,30.6449457,0.062295747
fenton_2013,24.42857143,weeks,f,length,cm,1,30.83668057,0.062531869
fenton_2013,24.57142857,weeks,f,length,cm,1,31.02854735,0.062762727
fenton_2013,24.71428571,weeks,f,length,cm,1,31.22055618,0.062987918
fenton_2013,24.85714286,weeks,f,length,cm,1,31.41270739,0.063207427
fenton_2013,25,weeks,f,length,cm,1,31.60500091,0.063421258
fenton_2013,25.14285714,weeks,f,length,cm,1,31.79743666,0.063629415
fenton_2013,25.28571429,weeks,f,length,cm,1,31.99001455,0.0638319
fenton_2013,25.42857143,weeks,f,length,cm,1,32.1827345,0.064028716
fenton_2013,25.57142857,weeks,f,length,cm,1,32.37559655,0.064219863
fenton_2013,25.71428571,weeks,f,length,cm,1,32.56860335,0.064405235
fenton_2013,25.85714286,weeks,f,length,cm,1,32.76176019,0.06458462
fenton_2013,26,weeks,f,length,cm,1,32.95507245,0.064757803
fenton_2013,26.14285714,weeks,f,length,cm,1,33.14854554,0.06492457
fenton_2013,26.28571429,weeks,f,length,cm,1,33.34218485,0.065084705
fenton_2013,26.42857143,weeks,f,length,cm,1,33.53599577,0.065237992
fenton_2013,26.57142857,weeks,f,length,cm,1,33.72998367,0.065384217
fenton_2013,26.71428571,weeks,f,length,cm,1,33.92415322,0.065523195
fenton_2013,26.85714286,weeks,f,length,cm,1,34.11850836,0.065654768
fenton_2013,27,weeks,f,length,cm,1,34.31305304,0.065778778
fenton_2013,27.14285714,weeks,f,length,cm,1,34.50779117,0.06589507
fenton_2013,27.28571429,weeks,f,length,cm,1,34.70272668,0.066003486
fenton_2013,27.42857143,weeks,f,length,cm,1,34.8978635,0.066103869
fenton_2013,27.57142857,weeks,f,length,cm,1,35.09320558,0.066196064
fenton_2013,27.71428571,weeks,f,length,cm,1,35.28875702,0.066279904
fenton_2013,27.85714286,weeks,f,length,cm,1,35.48452215,0.066355218
fenton_2013,28,weeks,f,length,cm,1,35.68050529,0.066421834
fenton_2013,28.14285714,weeks,f,length,cm,1,35.87671075,0.066479579
fenton_2013,28.28571429,weeks,f,length,cm,1,36.07314287,0.066528281
fenton_2013,28.42857143,weeks,f,length,cm,1,36.26980595,0.066567767
fenton_2013,28.57142857,weeks,f,length,cm,1,36.46670432,0.066597865
fenton_2013,28.71428571,weeks,f,length,cm,1,36.66384225,0.066618405
fenton_2013,28.85714286,weeks,f,length,cm,1,36.86122395,0.066629218
fenton_2013,29,weeks,f,length,cm,1,37.05885364,0.066630136
fenton_2013,29.14285714,weeks,f,length,cm,1,37.25673554,0.066620991
fenton_2013,29.28571429,weeks,f,length,cm,1,37.45487387,0.066601615
fenton_2013,29.42857143,weeks,f,length,cm,1,37.65327283,0.06657184
fenton_2013,29.57142857,weeks,f,length,cm,1,37.85193664,0.066531497
fenton_2013,29.71428571,weeks,f,length,cm,1,38.05086954,0.066480418
fenton_2013,29.85714286,weeks,f,length,cm,1,38.25007577,0.066418432
fenton_2013,30,weeks,f,length,cm,1,38.44955956,0.066345372
fenton_2013,30.14285714,weeks,f,length,cm,1,38.64932518,0.066261067
fenton_2013,30.28571429,weeks,f,length,cm,1,38.84937685,0.066165349
fenton_2013,30.42857143,weeks,f,length,cm,1,39.04971882,0.066058047
fenton_2013,30.57142857,weeks,f,length,cm,1,39.25035387,0.065939002
fenton_2013,30.71428571,weeks,f,length,cm,1,39.45125096,0.065808264
fenton_2013,30.85714286,weeks,f,length,cm,1,39.65234522,0.06566609
fenton_2013,31,weeks,f,length,cm,1,39.85357032,0.065512751
fenton_2013,31.14285714,weeks,f,length,cm,1,40.05485993,0.065348513
fenton_2013,31.28571429,weeks,f,length,cm,1,40.25614773,0.065173645
fenton_2013,31.42857143,weeks,f,length,cm,1,40.45736737,0.064988416
fenton_2013,31.57142857,weeks,f,length,cm,1,40.65845253,0.064793094
fenton_2013,31.71428571,weeks,f,length,cm,1,40.85933689,0.064587947
fenton_2013,31.85714286,weeks,f,length,cm,1,41.0599541,0.064373242
fenton_2013,32,weeks,f,length,cm,1,41.26023785,0.06414925
fenton_2013,32.14285714,weeks,f,length,cm,1,41.46012179,0.063916237
fenton_2013,32.28571429,weeks,f,length,cm,1,41.65953962,0.063674471
fenton_2013,32.42857143,weeks,f,length,cm,1,41.85842499,0.063424222
fenton_2013,32.57142857,weeks,f,length,cm,1,42.05671157,0.063165757
fenton_2013,32.71428571,weeks,f,length,cm,1,42.25433305,0.062899345
fenton_2013,32.85714286,weeks,f,length,cm,1,42.45122308,0.062625253
fenton_2013,33,weeks,f,length,cm,1,42.64731534,0.06234375
fenton_2013,33.14285714,weeks,f,length,cm,1,42.8425435,0.062055104
fenton_2013,33.28571429,weeks,f,length,cm,1,43.03684123,0.061759584
fenton_2013,33.42857143,weeks,f,length,cm,1,43.23014221,0.061457457
fenton_2013,33.57142857,weeks,f,length,cm,1,43.42238009,0.061148992
fenton_2013,33.71428571,weeks,f,length,cm,1,43.61348856,0.060834457
fenton_2013,33.85714286,weeks,f,length,cm,1,43.80340128,0.06051412
fenton_2013,34,weeks,f,length,cm,1,43.99205193,0.06018825
fenton_2013,34.14285714,weeks,f,length,cm,1,44.17937418,0.059857114
fenton_2013,34.28571429,weeks,f,length,cm,1,44.36530168,0.059520982
fenton_2013,34.42857143,weeks,f,length,cm,1,44.54976813,0.05918012
fenton_2013,34.57142857,weeks,f,length,cm,1,44.73270718,0.058834798
fenton_2013,34.71428571,weeks,f,length,cm,1,44.91405252,0.058485284
fenton_2013,34.85714286,weeks,f,length,cm,1,45.0937378,0.058131845
fenton_2013,35,weeks,f,length,cm,1,45.2716967,0.05777475
fenton_2013,35.14285714,weeks,f,length,cm,1,45.4478629,0.057414267
fenton_2013,35.28571429,weeks,f,length,cm,1,45.62217006,0.057050665
fenton_2013,35.42857143,weeks,f,length,cm,1,45.79455185,0.056684212
fenton_2013,35.57142857,weeks,f,length,cm,1,45.9649441,0.056315176
fenton_2013,35.71428571,weeks,f,length,cm,1,46.13333229,0.055943824
fenton_2013,35.85714286,weeks,f,length,cm,1,46.29975157,0.055570426
fenton_2013,36,weeks,f,length,cm,1,46.4642392,0.05519525
fenton_2013,36.14285714,weeks,f,length,cm,1,46.6268325,0.054818563
fenton_2013,36.28571429,weeks,f,length,cm,1,46.78756875,0.054440635
fenton_2013,36.42857143,weeks,f,length,cm,1,46.94648524,0.054061733
fenton_2013,36.57142857,weeks,f,length,cm,1,47.10361926,0.053682125
fenton_2013,36.71428571,weeks,f,length,cm,1,47.25900811,0.053302079
fenton_2013,36.85714286,weeks,f,length,cm,1,47.41268907,0.052921865
fenton_2013,37,weeks,f,length,cm,1,47.56469943,0.05254175
fenton_2013,37.14285714,weeks,f,length,cm,1,47.7150765,0.052162002
fenton_2013,37.28571429,weeks,f,length,cm,1,47.86385755,0.05178289
